,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
417,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2035,mmbtu,-1916240.7632999995,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-6421305666.6258745,-,CO2,CO2
418,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2035,mmbtu,-1916240.7632999995,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-77738028.26655962,-,CH4,CH4
419,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2035,mmbtu,-1916240.7632999995,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-35596919.87592799,-,N2O,N2O
420,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2034,mmbtu,-1103448.5424599997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-3697646200.9534893,-,CO2,CO2
421,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2034,mmbtu,-1103448.5424599997,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-44764684.91189282,-,CH4,CH4
422,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2034,mmbtu,-1103448.5424599997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-20498138.91105953,-,N2O,N2O
423,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2033,mmbtu,-970467.2102399999,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-3252026945.53738,-,CO2,CO2
424,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2033,mmbtu,-970467.2102399999,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-39369900.10142865,-,CH4,CH4
425,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2033,mmbtu,-970467.2102399999,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-18027819.983140763,-,N2O,N2O
426,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2032,mmbtu,-728829.6918599999,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-2442301781.6854143,-,CO2,CO2
427,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2032,mmbtu,-728829.6918599999,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-29567152.662877817,-,CH4,CH4
428,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2032,mmbtu,-728829.6918599999,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-13539056.595194656,-,N2O,N2O
429,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2031,mmbtu,-662320.2589799999,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-2219429266.6988645,-,CO2,CO2
430,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2031,mmbtu,-662320.2589799999,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-26868998.927584983,-,CH4,CH4
431,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2031,mmbtu,-662320.2589799999,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-12303548.51157285,-,N2O,N2O
432,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2030,mmbtu,-35847.942839999996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-120126135.976231,-,CO2,CO2
433,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2030,mmbtu,-35847.942839999996,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-1454278.8396771257,-,CH4,CH4
434,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2030,mmbtu,-35847.942839999996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-665926.9406182383,-,N2O,N2O
435,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2029,mmbtu,-490037.8982399999,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,-1642112616.0634294,-,CO2,CO2
436,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2029,mmbtu,-490037.8982399999,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,-19879850.54626595,-,CH4,CH4
437,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2029,mmbtu,-490037.8982399999,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,-9103156.625150286,-,N2O,N2O
438,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2028,mmbtu,882062.0749799998,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,2955782127.6230288,-,CO2,CO2
439,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2028,mmbtu,882062.0749799998,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,35783481.82071337,-,CH4,CH4
440,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2028,mmbtu,882062.0749799998,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,16385567.831562812,-,N2O,N2O
441,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2027,mmbtu,1210425.9557399997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,4056126556.476694,-,CO2,CO2
442,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2027,mmbtu,1210425.9557399997,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,49104543.105454326,-,CH4,CH4
443,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2027,mmbtu,1210425.9557399997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,22485397.75764843,-,N2O,N2O
444,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2026,mmbtu,1509769.5857999998,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,5059224384.675702,-,CO2,CO2
445,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2026,mmbtu,1509769.5857999998,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,61248311.26898322,-,CH4,CH4
446,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2026,mmbtu,1509769.5857999998,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,28046134.914844077,-,N2O,N2O
447,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2025,mmbtu,2292425.7861599997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,7681898315.135631,-,CO2,CO2
448,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2025,mmbtu,2292425.7861599997,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,92999096.96973528,-,CH4,CH4
449,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2025,mmbtu,2292425.7861599997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,42585096.087256774,-,N2O,N2O
450,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2024,mmbtu,1973776.2679799998,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,6614106628.441143,-,CO2,CO2
451,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2024,mmbtu,1973776.2679799998,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,80072127.80916725,-,CH4,CH4
452,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2024,mmbtu,1973776.2679799998,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,36665724.37551916,-,N2O,N2O
453,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2023,mmbtu,2549479.3530599996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,8543282519.758642,-,CO2,CO2
454,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2023,mmbtu,2549479.3530599996,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,103427242.44727919,-,CH4,CH4
455,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2023,mmbtu,2549479.3530599996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,47360234.68153385,-,N2O,N2O
456,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2022,mmbtu,2790270.6607199996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,9350172039.05301,-,CO2,CO2
457,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2022,mmbtu,2790270.6607199996,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,113195660.82127261,-,CH4,CH4
458,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2022,mmbtu,2790270.6607199996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,51833278.491974406,-,N2O,N2O
459,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2021,mmbtu,2779392.7583999992,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,9313720285.627136,-,CO2,CO2
460,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2021,mmbtu,2779392.7583999992,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,112754366.23333326,-,CH4,CH4
461,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2021,mmbtu,2779392.7583999992,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,51631205.858556256,-,N2O,N2O
462,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2020,mmbtu,4723947.459419999,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,3350.99106,15829905704.42613,-,CO2,CO2
463,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2020,mmbtu,4723947.459419999,"Electricity, Combustion",Methane,CH4,g,MMBtu,40.5679859,191641033.92609134,-,CH4,CH4
464,Reference case,Reference case,Other Power Plants,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Pumped Storage and Other,Energy supply,Electricity,Other,2020,mmbtu,4723947.459419999,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,18.5764339,87754097.72698855,-,N2O,N2O
465,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2050,mmbtu,997423460.8661399,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,0.0,0.0,-,CO2,CO2
466,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2050,mmbtu,997423460.8661399,"Electricity, Combustion",Methane,CH4,g,MMBtu,0.0,0.0,-,CH4,CH4
467,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2050,mmbtu,997423460.8661399,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,0.0,0.0,-,N2O,N2O
468,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2049,mmbtu,997894650.1030198,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,0.0,0.0,-,CO2,CO2
469,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2049,mmbtu,997894650.1030198,"Electricity, Combustion",Methane,CH4,g,MMBtu,0.0,0.0,-,CH4,CH4
470,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2049,mmbtu,997894650.1030198,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,0.0,0.0,-,N2O,N2O
471,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2048,mmbtu,998598673.5370799,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,0.0,0.0,-,CO2,CO2
472,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2048,mmbtu,998598673.5370799,"Electricity, Combustion",Methane,CH4,g,MMBtu,0.0,0.0,-,CH4,CH4
473,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2048,mmbtu,998598673.5370799,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,0.0,0.0,-,N2O,N2O
474,Reference case,Reference case,Hydroelectric Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Conventional Hydroelectric Power,Energy supply,Electricity,Hydroelectric,2047,mmbtu,998152894.5067799,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,0.0,0.0,-,CO2,CO2
