,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
143,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2032,g,26.239338368532096
144,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2031,g,1888733.0383585105
145,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2031,g,76.62683349974645
146,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2031,g,26.38154928913617
147,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2030,g,1967820.3811940113
148,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2030,g,79.83544611376638
149,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2030,g,27.48622982936482
150,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2029,g,2048922.7612947528
151,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2029,g,83.12580978623846
152,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2029,g,28.61905611801464
153,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2028,g,2161899.23996251
154,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2028,g,87.70932140193278
155,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2028,g,30.19709519498065
156,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2027,g,2354850.0474399626
157,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2027,g,95.53743109130751
158,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2027,g,32.892204103685415
159,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2026,g,2549054.618551395
160,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2026,g,103.41640659140181
161,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2026,g,35.60482540108409
162,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2025,g,2746862.570182995
163,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2025,g,111.44157302136682
164,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2025,g,38.36777819524259
165,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2024,g,2837209.707190918
166,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2024,g,115.10700105385449
167,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2024,g,39.62973390825238
168,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2023,g,2815666.1393972235
169,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2023,g,114.23296785340143
170,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2023,g,39.32881647626467
171,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2022,g,2956773.3446386275
172,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2022,g,119.95775695914229
173,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2022,g,41.29978146418254
174,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2050,g,137885743.6205409
175,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2050,g,3731.405110711885
176,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2050,g,478.75321246058195
177,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2049,g,136280865.2856544
178,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2049,g,3687.9745785653104
179,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2049,g,473.1809129736259
180,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2048,g,135771913.36730877
181,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2048,g,3674.201539095416
182,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2048,g,471.41378056749045
183,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2047,g,134352939.0119689
184,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2047,g,3635.8018610543318
185,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2047,g,466.4869584524524
186,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2046,g,133972429.63912264
187,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2046,g,3625.5046789002454
188,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2046,g,465.16579152222323
189,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2045,g,134281458.5308723
190,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2045,g,3633.8674868001367
191,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2045,g,466.23877101077306
192,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2044,g,133169845.46571732
193,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2044,g,3603.785488737536
194,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2044,g,462.37913830341597
195,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2043,g,133000772.21004494
196,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2043,g,3599.2101004940873
197,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2043,g,461.7920989027577
198,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2042,g,131832591.90327519
199,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2042,g,3567.5973038955544
200,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2042,g,457.7360590257251
201,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2041,g,130033269.21948935
202,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2041,g,3518.9048018151716
203,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2041,g,451.48862914286275
204,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2040,g,128806821.72865644
205,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2040,g,3485.715203564117
206,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2040,g,447.2302797244751
207,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2039,g,125819708.28227463
208,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2039,g,3404.8792151041407
209,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2039,g,436.85872048354975
210,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2038,g,124261833.7916975
211,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2038,g,3362.7206809196014
212,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2038,g,431.4496230860209
213,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2037,g,121300478.20911059
214,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2037,g,3282.5817407699265
215,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2037,g,421.1674977467747
216,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2036,g,119900864.42676924
217,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2036,g,3244.70599028753
218,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2036,g,416.3078974943799
219,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2035,g,119741548.08568986
220,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2035,g,3240.3946395001744
221,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2035,g,415.75473508551534
222,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2034,g,121034223.1060904
223,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2034,g,3275.3764588743825
224,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2034,g,420.24303316792935
